question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
1201,"How many people are listening to songs on Spotify right now?",🟡,L2,Scale & Capacity,"Current Load → 10× Projection → Bottlenecks → Mitigation","Volume estimation; capacity planning"
1202,"How many people are on Facebook at any given time?",🟡,L2,Scale & Capacity,"Current Load → 10× Projection → Bottlenecks → Mitigation","Volume estimation; capacity planning"
1203,"How many ping pong balls can fit in a helicopter?",🔴,N/A,N/A,N/A,"Math estimation; brain teaser"
1204,"How many ping pong balls fit in a helicopter?",🔴,N/A,N/A,N/A,"Math estimation; brain teaser"
1205,"How many rides happen on Uber each month?",🟡,L2,Scale & Capacity,"Current Load → 10× Projection → Bottlenecks → Mitigation","Volume estimation; capacity planning"
1206,"How many Slack messages are sent per day?",🟡,L2,Scale & Capacity,"Current Load → 10× Projection → Bottlenecks → Mitigation","Volume estimation; capacity planning"
1207,"How many tennis balls can fit in an airplane?",🔴,N/A,N/A,N/A,"Math estimation; brain teaser"
1208,"How many tweets are tweeted every day on Twitter?",🟡,L2,Scale & Capacity,"Current Load → 10× Projection → Bottlenecks → Mitigation","Volume estimation; capacity planning"
1209,"How many weddings does someone attend in their life?",🔴,N/A,N/A,N/A,"Math estimation; brain teaser"
1210,"How many weddings does the average American attend in their lifetime?",🔴,N/A,N/A,N/A,"Math estimation; brain teaser"
1211,"How many windows do you estimate exist in Tehran?",🔴,N/A,N/A,N/A,"Math estimation; brain teaser"
1212,"How might you improve Spotify using social features?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product improvement; social features"
1213,"How much do you care about safety and security?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Personal values; behavioral question"
1214,"How much does it cost Google to run Google Photos?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","Cost estimation; business analysis"
1215,"How much does Meta (Facebook) spend to acquire one new user?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","CAC estimation; business analysis"
1216,"How much laundry detergent is used globally each year?",🔴,N/A,N/A,N/A,"Math estimation; brain teaser"
1217,"How much oil, in barrels per year, does the United States import?",🔴,N/A,N/A,N/A,"Math estimation; brain teaser"
1218,"How much storage does Google Maps' Street View require?",🟡,L2,Scale & Capacity,"Current Load → 10× Projection → Bottlenecks → Mitigation","Storage estimation; capacity planning"
