question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
1701,"Installs are down 35% on DoorDash's iOS app, what do you do?",🟢,P1,Metric Drop Diagnosis,"Metric → Segment → Hypothesis → Data Check → Action","Install drop; metric analysis"
1702,"Installs on LinkedIn's iOS app are down, what do you do?",🟢,P1,Metric Drop Diagnosis,"Metric → Segment → Hypothesis → Data Check → Action","Install drop; metric analysis"
1703,"Intercom introduced a feature to engage with users over SMS. How would you measure its success?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Feature success; metrics definition"
1704,"Invert binary tree.",🔴,N/A,N/A,N/A,"Coding implementation; algorithm"
1705,"Is high churn okay on Shopify?",🟢,P7,Tradeoff Framing,"Define Options → Winners/Losers → Guardrails → Decide + Communicate","Churn evaluation; tradeoff analysis"
1706,"Is introducing Meta AI within Instagram DMs a good investment for Meta? If so, why? What are the goals you would set? What metrics would you track to see if it is working and to ensure product health?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Investment decision; metrics definition"
1707,"Is there a work process or decision strategy you strongly disliked?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Process reflection; behavioral question"
1708,"Is this a valid palindrome?",🔴,N/A,N/A,N/A,"Coding implementation; algorithm"
1709,"It's your first day as a Google PM. Users are complaining that the internet is slow. What will you do?",🟢,P1,Metric Drop Diagnosis,"Metric → Segment → Hypothesis → Data Check → Action","Performance issue; metric analysis"
1710,"Koko eating bananas.",🔴,N/A,N/A,N/A,"Coding implementation; algorithm"
1711,"Let's say a marketing campaign underperformed—what would you do?",🟢,P1,Metric Drop Diagnosis,"Metric → Segment → Hypothesis → Data Check → Action","Campaign underperformance; metric analysis"
1712,"Lexicographic Grid Travel.",🔴,N/A,N/A,N/A,"Coding implementation; algorithm"
1713,"Linked List Cycle",🔴,N/A,N/A,N/A,"Coding implementation; algorithm"
1714,"LinkedIn Stories is a failed product. What would you have done differently?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Product failure; operational excellence"
1715,"List 3 endpoints on theScore app.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","API endpoints; system design"
1716,"List an example of one endpoint on Twitch.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","API endpoints; system design"
1717,"List five different APIs offered by Spotify.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","API endpoints; system design"
1718,"List four endpoints on Tinder.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","API endpoints; system design"
1719,"List four of your favorite Google products. What are some challenges one of them might face?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product analysis; product design"
1720,"List improvements for Evernote.",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product improvement; product design"
1721,"List three endpoints on edX.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","API endpoints; system design"
1722,"List three endpoints on Top Hat.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","API endpoints; system design"
1723,"List three products you're fond of and knowledgeable about. Choose one to explain why you like it, and outline your approach to tailoring this product for a new market segment.",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product adaptation; product design"
1724,"List your top three favorite products. How will you measure success and mention all possible areas?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Success metrics; metrics definition"
1725,"Longest Increasing Subsequence",🔴,N/A,N/A,N/A,"Coding implementation; algorithm"
1726,"Lyft Ride Requests",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Metrics question; metrics definition"
