question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
801,"Explain how to train and deploy an ML model for license plate detection for customer pick-up orders at a retail store. How do you decide between on-premise versus cloud deployment?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","ML deployment decision; system design"
802,"Explain how you choose a model or algorithm to solve a problem.",🔴,N/A,N/A,N/A,"ML theory explanation; technical decision"
803,"Explain how you handle data scarcity.",🟡,L1,Data Trust,"Source → Freshness → Completeness → Bias → Sanity Checks","Data quality; ML problem"
804,"Explain how you took or would take a product from ideation to launch.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Product launch; behavioral question"
805,"Explain how you would design Google Play Store, including your choice of database, its structure, and rationale.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; database architecture"
806,"Explain how you would fit data using logistic regression.",🔴,N/A,N/A,N/A,"ML theory explanation; model fitting"
807,"Explain in detail the architecture of the platform you're working on.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System explanation; behavioral question"
808,"Explain malloc, calloc, and reelloc.",🔴,N/A,N/A,N/A,"Technical explanation; memory management"
809,"Explain Mask R-CNN.",🔴,N/A,N/A,N/A,"ML theory explanation; computer vision"
810,"Explain multithreading.",🔴,N/A,N/A,N/A,"Technical explanation; concurrency"
811,"Explain normalization and Bayes' theorem.",🔴,N/A,N/A,N/A,"ML theory explanation; probability"
812,"Explain overfitting.",🔴,N/A,N/A,N/A,"ML theory explanation; model evaluation"
813,"Explain polymorphism.",🔴,N/A,N/A,N/A,"Programming concept; OOP"
814,"Explain precision and recall to a non technical stakeholder",🟢,P10,Executive Communication,"Context → Insight → Recommendation → Next Steps","Technical communication; explanation"
815,"Explain prime numbers to a five-year-old.",🔴,N/A,N/A,N/A,"Math explanation; brain teaser"
816,"Explain regularization.",🔴,N/A,N/A,N/A,"ML theory explanation; model optimization"
817,"Explain semantic segmentation.",🔴,N/A,N/A,N/A,"ML theory explanation; computer vision"
818,"Explain semi-supervised learning.",🔴,N/A,N/A,N/A,"ML theory explanation; learning paradigm"
819,"Explain TF-IDF.",🔴,N/A,N/A,N/A,"ML theory explanation; NLP"
820,"Explain the difference between Convolutional Neural Networks (CNNs) and Recurrent Neural Networks (RNNs).",🔴,N/A,N/A,N/A,"ML theory explanation; neural networks"
821,"Explain the differences between an interface and an abstract class.",🔴,N/A,N/A,N/A,"Programming concept; OOP"
822,"Explain the differences between L1 and L2 regression.",🔴,N/A,N/A,N/A,"ML theory explanation; regularization"
823,"Explain the differences between linear and logistic regression.",🔴,N/A,N/A,N/A,"ML theory explanation; regression"
824,"Explain the differences between LSTM and traditional neural networks.",🔴,N/A,N/A,N/A,"ML theory explanation; neural networks"
825,"Explain the differences between multithreading and multiprocessing.",🔴,N/A,N/A,N/A,"Technical explanation; concurrency"
826,"Explain the differences between nonconvex and convex functions.",🔴,N/A,N/A,N/A,"Math theory explanation; optimization"
827,"Explain the differences between Parquet and Avro.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","Data format explanation; system design"
828,"Explain the differences between ReLU and Sigmoid.",🔴,N/A,N/A,N/A,"ML theory explanation; activation functions"
829,"Explain the differences between stack and heap memory allocation.",🔴,N/A,N/A,N/A,"Technical explanation; memory management"
830,"Explain the differences between wide and narrow dependencies in Apache Spark.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System explanation; Spark architecture"
831,"Explain the filter function.",🔴,N/A,N/A,N/A,"Programming concept; functional programming"
