question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
2201,"What are some endpoints on Amazon.com?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","API endpoints; system design"
2202,"What are some endpoints Robinhood has?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","API endpoints; system design"
2203,"What are some new advancements in AI you find interesting?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","AI interest; behavioral question"
2204,"What are some reasons why Google acquired Fitbit?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","Acquisition analysis; business analysis"
2205,"What are the advantages and disadvantages of GraphQL?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","GraphQL; system design"
2206,"What are the biggest trends you see in the security industry?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Industry trends; behavioral question"
2207,"What are the business benefits and strategic reasons for a bank to develop a banking app?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","Business strategy; cost analysis"
2208,"What are the challenges in ensuring generative AI doesn't produce harmful or unsafe content, and how would you address them?",🟡,L11,Risk Mitigation,"Enumerate Risks → Blast Radius → Mitigations → Monitor","AI safety; risk management"
2209,"What are the company's pain points of your favorite product?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product analysis; product design"
2210,"What are the differences between RAM and ROM?",🔴,N/A,N/A,N/A,"Hardware theory; technical question"
2211,"What are the differences between single core and multicore processors?",🔴,N/A,N/A,N/A,"Hardware theory; technical question"
2212,"What are the different types of machine learning?",🔴,N/A,N/A,N/A,"ML theory; technical question"
2213,"What are the different types of software testing?",🔴,N/A,N/A,N/A,"Software testing theory; technical question"
2214,"What are the ethical risks of deploying agentic AI systems in high-stakes environments?",🟡,L11,Risk Mitigation,"Enumerate Risks → Blast Radius → Mitigations → Monitor","AI ethics; risk management"
2215,"What are the implications of collecting excessive user data or too many survey responses?",🟡,L1,Data Trust,"Source → Freshness → Completeness → Bias → Sanity Checks","Data collection; data quality"
2216,"What are the key concepts and operations associated with trees?",🔴,N/A,N/A,N/A,"Data structure theory; technical question"
2217,"What are the key differences between Tiktok, Instagram, and Youtube?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product comparison; product design"
2218,"What are the key metrics for a food delivery app, particularly those indicating an oversupply or undersupply of restaurants and orders?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Food delivery metrics; metrics definition"
2219,"What are the key metrics you track for the product you currently manage?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Current metrics; behavioral question"
2220,"What are the key metrics you would use to measure the success of Google Sheets?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Success metrics; metrics definition"
2221,"What are the key technical elements and considerations required to develop a push notification system for an app?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","Push notifications; system design"
2222,"What are the KPIs for push notifications?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Push notification KPIs; metrics definition"
2223,"What are the major differences between Java and Go?",🔴,N/A,N/A,N/A,"Programming language comparison; technical question"
2224,"What are the metrics for contextual search on Instagram?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Search metrics; metrics definition"
2225,"What are the most important attributes of a Product Manager and why? Provide examples from your past experiences that demonstrate these attributes.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","PM attributes; behavioral question"
2226,"What are the most important industry trends right now? What strategy would you pursue if you were leading Voodoo in the next 5 years?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Industry trends; product strategy"
2227,"What are the most important metrics for DoorDash?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","DoorDash metrics; metrics definition"
2228,"What are the most important metrics for Yelp?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Yelp metrics; metrics definition"
2229,"What are the problems with Agile?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Agile critique; behavioral question"
2230,"What are the risks of assuming LLMs think or feel like humans?",🟡,L11,Risk Mitigation,"Enumerate Risks → Blast Radius → Mitigations → Monitor","LLM risks; risk management"
2231,"What are the strengths and challenges of Google Play?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product analysis; product design"
2232,"What are the success metrics for Meta's AI-powered messaging features?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","AI messaging metrics; metrics definition"
2233,"What are the top 3 technology trends that will change the landscape in the next decade?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Technology trends; behavioral question"
2234,"What are the top 3 to 4 skills a PM should have?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","PM skills; behavioral question"
2235,"What are the top five traits of a product manager?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","PM traits; behavioral question"
2236,"What are three APIs on theScore's mobile app?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","API endpoints; system design"
