question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
901,"Give an example of when the program manager managed headcount and budgeting for a project.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Project management; behavioral question"
902,"Give me an example of a time when you had to work outside your comfort zone. How did you gain expertise in that area?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Learning agility; behavioral question"
903,"Give me an example of a time when you were unable to meet a commitment. What was the impact?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Accountability; behavioral question"
904,"Give me an example of a time you used technical judgment.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Technical decision; behavioral question"
905,"Give me three product enhancements for your favorite product.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product improvement; feature ideas"
906,"Given 2 strings, return the longest common substring.",🔴,N/A,N/A,N/A,"Algorithm implementation; coding question"
907,"Given a biased coin function, write another function to make it return heads or tails with equal probability.",🔴,N/A,N/A,N/A,"Algorithm implementation; coding question"
908,"Given a binary array where an operation cycles a row's elements to the left or right, return the minimum number of operations needed to create a column of 1s. If not possible, return 0.",🔴,N/A,N/A,N/A,"Algorithm implementation; coding question"
909,"Given a binary matrix with every row sorted, find the index of the row containing the most number of 1s.",🔴,N/A,N/A,N/A,"Algorithm implementation; coding question"
910,"Given a binary tree, check if each node is the average of all descendants",🔴,N/A,N/A,N/A,"Algorithm implementation; tree traversal"
911,"Given a bookstore database schema, write SQL queries using joins and aggregations to answer questions about sales, inventory, and customer data.",🟡,L13,SQL Reasoning,"Conceptual Join → Aggregation Logic → Filter Logic → Output","SQL query; database schema"
912,"Given a castle with rooms named after flowers where each room has an instruction to the next room, write an algorithm to find the rooms containing treasure.",🔴,N/A,N/A,N/A,"Algorithm implementation; graph traversal"
913,"Given a Directed Acyclic Graph (DAG), write a function to return the length of the longest path.",🔴,N/A,N/A,N/A,"Algorithm implementation; graph algorithm"
914,"Given a factory represented as a 2D grid with some cells blocked and some containing robots, determine if the robots can collectively reach all unblocked cells.",🔴,N/A,N/A,N/A,"Algorithm implementation; graph problem"
915,"Given a feature data record (FDR), how would you detect anomalies in it?",🟡,L1,Data Trust,"Source → Freshness → Completeness → Bias → Sanity Checks","Anomaly detection; data quality"
916,"Given a fully or partially attempted 9x9 Sudoku board, determine if it is a valid solution.",🔴,N/A,N/A,N/A,"Algorithm implementation; constraint satisfaction"
917,"Given a graph with N nodes and M edges, identify its network topology. Return 1 for Bus (linear chain), 2 for Star (one central node), 3 for Ring (circular), or -1 if none match.",🔴,N/A,N/A,N/A,"Algorithm implementation; graph analysis"
918,"Given a head node of a linked list, delete k-th node from the end of the list.",🔴,N/A,N/A,N/A,"Algorithm implementation; linked list"
919,"Given a hierarchical file system with inherited and overridden permissions, write a function to determine whether a user has access to a file at a specific time.",🔴,N/A,N/A,N/A,"Algorithm implementation; access control"
920,"Given a large n-ary tree where the root node can pass information to one child per iteration, and in subsequent iterations, nodes can pass information to one child while the root continues with oth...",🔴,N/A,N/A,N/A,"Algorithm implementation; tree traversal"
921,"Given a large set of CSV files with thousands of paragraphs each, how would you detect duplicates within each file, and how would you scale this solution for many files?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","Duplicate detection; system design"
922,"Given a large, partially implemented LLM/agentic codebase, identify the intended behavior and implement a missing function by reading and reasoning through the existing code, without explicit test ...",🔴,N/A,N/A,N/A,"Algorithm implementation; coding question"
923,"Given a list of car rental requests with start and end times, assign cars to rentals such that the total number of cars used is minimized.",🔴,N/A,N/A,N/A,"Algorithm implementation; interval scheduling"
924,"Given a list of conversion items between symbols, write an algorithm to return the conversion ratio for each pair of symbols.",🔴,N/A,N/A,N/A,"Algorithm implementation; graph problem"
925,"Given a list of integers, return 1 if the integer is a power of 2 and 0 if it is not.",🔴,N/A,N/A,N/A,"Algorithm implementation; bit manipulation"
926,"Given a list of items with different sizes, write an algorithm to pack these items into the minimum number of batches without exceeding the capacity of each batch.",🔴,N/A,N/A,N/A,"Algorithm implementation; bin packing"
927,"Given a list of lexicographically sorted strings in an unknown language, derive the correct order of letters in that language's alphabet.",🔴,N/A,N/A,N/A,"Algorithm implementation; topological sort"
928,"Given a list of Nodes, each with a unique string id and a list of subnodes it depends on, find the maximum depth of the dependencies.",🔴,N/A,N/A,N/A,"Algorithm implementation; tree/graph depth"
929,"Given a list of numbers, find the median without sorting the entire list. Hint: Use quick sort algorithm.",🔴,N/A,N/A,N/A,"Algorithm implementation; selection algorithm"
930,"Given a list of sentences, find the top n most frequent words.",🔴,N/A,N/A,N/A,"Algorithm implementation; frequency counting"
931,"Given a list of strings, find all strings that encode to the same value using a Caesar Cipher. (A Caesar Cipher rotates characters, e.g. in CC3: a->d, b->e, ..., z->c)",🔴,N/A,N/A,N/A,"Algorithm implementation; string manipulation"
932,"Given a list of transactions between friends, return the minimum number of transactions required to settle the debts. For e.g. Alice gave $5 to Bob and Bob gave $5 to Bill. Answer will be 1.",🔴,N/A,N/A,N/A,"Algorithm implementation; graph optimization"
933,"Given a list of words, find the number of prefix pairs, i.e. pairs i, j where words[i] == words[j] or words[i].startswith(words[j]) or words[j].startswith(words[i]).",🔴,N/A,N/A,N/A,"Algorithm implementation; string matching"
934,"Given a list with response time for each server, calculate how long time it will take to process n requests.",🟡,L2,Scale & Capacity,"Current Load → 10× Projection → Bottlenecks → Mitigation","Performance calculation; capacity planning"
