question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
1101,"How do you gather feedback from users?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","User feedback; stakeholder management"
1102,"How do you gather health data for deployed microservices?",🟡,L5,Observability,"Key Metrics → Alerts → Dashboards → Escalation","Health monitoring; observability"
1103,"How do you generate insights?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Insight generation; analytics"
1104,"How do you handle a team with diverse backgrounds?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Team diversity; behavioral question"
1105,"How do you handle confidential or sensitive information?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Confidentiality; behavioral question"
1106,"How do you handle conflicting priorities and tight deadlines?",🟢,P6,Prioritization,"Impact × Confidence × Ease → RICE Score → Decide + Communicate","Priority management; behavioral question"
1107,"How do you handle imbalanced data?",🔴,N/A,N/A,N/A,"ML theory explanation; data preprocessing"
1108,"How do you handle joining data from different sources with inconsistent IDs?",🟡,L1,Data Trust,"Source → Freshness → Completeness → Bias → Sanity Checks","Data integration; data quality"
1109,"How do you handle misalignment between team goals and company goals?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Goal alignment; stakeholder management"
1110,"How do you handle projects outside your expertise area?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Learning agility; behavioral question"
1111,"How do you handle roadblocks or obstacles?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Problem solving; behavioral question"
1112,"How do you handle situations where you disagree with the CEO's decision?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Disagreement handling; stakeholder management"
1113,"How do you handle the trade-off between detection accuracy and computational efficiency in a rotated object detection task?",🟢,P7,Tradeoff Framing,"Define Options → Winners/Losers → Guardrails → Decide + Communicate","Accuracy vs efficiency; tradeoff"
1114,"How do you handle working with ambiguous data?",🟡,L1,Data Trust,"Source → Freshness → Completeness → Bias → Sanity Checks","Ambiguous data; data quality"
1115,"How do you hire your team?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Hiring; behavioral question"
1116,"How do you identify and account for risks in a program?",🟡,L11,Risk Mitigation,"Enumerate Risks → Blast Radius → Mitigations → Monitor","Risk management; program management"
1117,"How do you influence without authority?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Influence; behavioral question"
1118,"How do you interact with product marketing during a product lifecycle?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Cross-functional collaboration; stakeholder management"
1119,"How do you keep up with the evolving landscape of artificial intelligence news?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Learning; behavioral question"
1120,"How do you keep users' data safe and private when building AI systems?",🟡,L11,Risk Mitigation,"Enumerate Risks → Blast Radius → Mitigations → Monitor","Data privacy; risk mitigation"
1121,"How do you know that you are getting the right level of resources for your organization?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Resource management; stakeholder management"
