question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
601,"Design an educational product for YouTube.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; education platform"
602,"Design an election system for the University of Washington.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; voting system"
603,"Design an electric car dashboard.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; automotive dashboard"
604,"Design an elevator for a skyscraper and estimate the number of elevators needed.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; elevator with estimation"
605,"Design an elevator for blind users.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; accessibility"
606,"Design an elevator.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; elevator"
607,"Design an employee onboarding product for SaaS companies.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; HR onboarding"
608,"Design an end-to-end batching system for LLM queries.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; LLM batching"
609,"Design an end-to-end ML solution to detect ads selling weapons.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; ML moderation"
610,"Design an ETL Pipeline for a ML Platform for AWS",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; ETL pipeline"
611,"Design an ETL Pipeline for Slack for School",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; ETL pipeline"
612,"Design an evaluation framework for ads ranking.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Framework design; ad ranking"
613,"Design an events feature for a kids' messenger app.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Feature design; messaging"
614,"Design an experimentation platform for Google.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; experimentation platform"
615,"Design an image sharing product.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; image sharing"
616,"Design an improved version of Google Photos to enhance accessibility for blind users.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; accessibility"
617,"Design an indexer and a retriever",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; search indexer"
618,"Design an inference batching system for a single GPU that can handle up to 100 inputs per batch while users wait synchronously, maximizing utilization under compute constraints.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; ML inference"
619,"Design an internal navigation system for Cruise servicing garages.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; navigation system"
620,"Design an international crypto remittance product.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; fintech"
621,"Design an investment app.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; financial app"
622,"Design an iron for the blind.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; accessibility"
623,"Design an iterator.",🔴,N/A,N/A,N/A,"Algorithm implementation; coding question"
624,"Design an LCU cache.",🔴,N/A,N/A,N/A,"Algorithm implementation; coding question"
625,"Design an ML experiment tracking and analysis platform.",🟡,L5,Observability,"Key Metrics → Alerts → Dashboards → Escalation","System design; ML platform"
626,"Design an ML monitoring system for a fantasy sports app, focusing on drift, performance, outliers, and quality.",🟡,L5,Observability,"Key Metrics → Alerts → Dashboards → Escalation","System design; ML monitoring"
627,"Design an MVP for Booking's homepage to improve customer lifetime value.",🟢,P1,Metric Drop Diagnosis,"Clarify Metric → Segment → Hypothesize → Data Check → Action","MVP design; LTV improvement"
628,"Design an office refrigerator.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; office appliance"
629,"Design an online banking application.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; banking app"
630,"Design an online file storage and sharing platform.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; file storage"
631,"Design an online ticketing platform to compete with Ticketmaster.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; ticketing platform"
632,"Design an open-source content management filtering system governed by a decentralized community.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; content filtering"
633,"Design an order-assignment system for early-stage last-mile food delivery app.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; logistics"
634,"Design and implement a system to manage a voice-dubbing workflow, replacing an Excel-based process. Given operations for editing, reviewing, and approving voice lines, correctly track status change...",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; workflow management"
635,"Design and implement an in-memory key-value store that supports set, transactional begin, commit, and abort operations.",🔴,N/A,N/A,N/A,"Algorithm implementation; coding question"
636,"Design and implement logic to synchronize audio playback timing with transcript highlighting.",🔴,N/A,N/A,N/A,"Algorithm implementation; coding question"
637,"Design APIs for Facebook live commenting.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; API design"
638,"Design better support for friendly returns processes to enhance merchant success.",🟢,P1,Metric Drop Diagnosis,"Clarify Metric → Segment → Hypothesize → Data Check → Action","Returns optimization; merchant success"
639,"Design browser history.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; browser feature"
640,"Design ClassPass for kids.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; fitness for kids"
641,"Design Dropbox.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; file storage"
642,"Design E2E experience for elderly travelling through Flights.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; travel for elderly"
643,"Design Facebook Marketplace.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; marketplace"
644,"Design Facebook Messenger.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; messaging"
645,"Design Google Docs.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; collaboration tool"
646,"Design Google Drive.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; cloud storage"
647,"Design Google Maps for kids.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; maps for kids"
648,"Design Google Street View using 1000 cars to map every address and image worldwide.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; mapping system"
649,"Design Instagram's Explore page.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Feature design; discovery"
650,"Design Instagram.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; social platform"
651,"Design LinkedIn for students.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; professional network"
652,"Design live commenting for Facebook.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; real-time features"
653,"Design Lyft for college students.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; rideshare for students"
654,"Design Lyft for kids.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; rideshare for kids"
655,"Design Naukri, a job search platform.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; job platform"
656,"Design Netflix for dogs.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; streaming for pets"
657,"Design Netflix for kids.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; streaming for kids"
658,"Design Netflix's Clickstream Data Pipeline",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; data pipeline"
659,"Design PasteBin.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; paste service"
660,"Design pens for children.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; stationery"
661,"Design price alert notifications for the Coinbase app.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Feature design; price alerts"
662,"Design Robinhood.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; trading platform"
663,"Design smart furniture for Google.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; IoT furniture"
664,"Design something based on a project on your resume.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; portfolio question"
665,"Design spam detection on Pinterest.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; spam detection"
666,"Design the 'For You' page on TikTok.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Feature design; recommendation feed"
667,"Design the 'Top Picks' feature for Netflix.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Feature design; recommendation"
668,"Design the architecture for a hardware device that measures temperature and social distance among employees in warehouses during COVID.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; IoT device"
669,"Design the architecture for Google Maps to load in under 100ms.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; performance optimization"
670,"Design the architecture to send chargeback transactions to Visa.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; payment processing"
671,"Design the backend architecture for Spotify.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; music streaming"
672,"Design the backend of a feature that allows users to download their data from their Facebook account.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; data export"
673,"Design the best slippers.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; footwear"
674,"Design the front page of a newspaper app.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; news app"
675,"Design the interior of a fully autonomous car that requires no human interaction.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; autonomous vehicle"
676,"Design the Netflix ads platform.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; ad platform"
677,"Design the OpenAI Playground.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; AI platform"
678,"Design the recommendation engine for Amazon's homepage.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; recommendation engine"
679,"Design the SMS API for Twilio.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; API design"
680,"Design the system for a ticket selling web application.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; ticketing system"
681,"Design Ticketmaster",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; ticketing platform"
682,"Design TikTok for the elderly.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; social media for seniors"
683,"Design Twitch or any live streaming platform.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; live streaming"
684,"Design Twitter.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; social platform"
685,"Design type-ahead search for walmart.com.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; search autocomplete"
686,"Design typeahead autocomplete for person search in Linkedin.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; search autocomplete"
687,"Design Uber Eats.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; food delivery"
688,"Design Uber for laundry.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; on-demand service"
689,"Design Weather App",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; weather app"
690,"Design Whatsapp for either one of 3 segments: senior citizens, families, or businesses.",🟢,P5,Segmentation,"(Persona × Behavior × Value) → Rank → Focus Top Segments","Product design; segmented messaging"
691,"Design YouTube advertising.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; ad platform"
692,"Detect cycle in graph",🔴,N/A,N/A,N/A,"Algorithm implementation; coding question"
693,"Detect the language of a text input.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; NLP"
694,"Determine a ship's capacity to ship packages in D days.",🔴,N/A,N/A,N/A,"Algorithm implementation; coding question"
695,"Determine if a given binary tree is a binary search tree (BST).",🔴,N/A,N/A,N/A,"Algorithm implementation; coding question"
696,"Determine if a number is a power of two.",🔴,N/A,N/A,N/A,"Algorithm implementation; coding question"
697,"Determine if an array of integers from 1 to n contains a duplicate in constant time and space.",🔴,N/A,N/A,N/A,"Algorithm implementation; coding question"
698,"Determine if Google should introduce ads to Google Flights.",🟢,P7,Tradeoff Framing,"Define Options → Winners/Losers → Guardrails → Decide + Communicate","Ad introduction decision; tradeoff"
699,"Determine if two sentences are similar.",🔴,N/A,N/A,N/A,"Algorithm implementation; NLP coding"
700,"Determine if two words are sorted in lexicographic order.",🔴,N/A,N/A,N/A,"Algorithm implementation; coding question"
