question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
1301,"How would you design a coffee machine for use on the International Space Station?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product design; space constraints"
1302,"How would you design a game for a popular Netflix reality show?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product design; game design"
1303,"How would you design a hyperlocal feature for Facebook?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Feature design; product improvement"
1304,"How would you design a password management tool for children?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product design; security"
1305,"How would you design a system for a healthcare agent that summarizes a patient's medical history?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","Healthcare system; system design"
1306,"How would you design a Web browser to increase the sales of your ecommerce company?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product design; revenue optimization"
1307,"How would you design an effective chunking strategy for information in a RAG (Retrieval-Augmented Generation) system?",🔴,N/A,N/A,N/A,"ML implementation; technical question"
1308,"How would you design an experiment to validate the success of a new landing page?",🟢,P8,Experimentation,"Hypothesis → Design → Run → Analyze → Decide","Experiment design; A/B testing"
1309,"How would you design or implement memory in an AI agent?",🔴,N/A,N/A,N/A,"ML implementation; technical question"
1310,"How would you design parking features on Google Maps?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Feature design; product improvement"
1311,"How would you design the product experience of an ATM machine at an international airport.",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product design; UX design"
1312,"How would you design the YouTube landing page?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product design; UX design"
1313,"How would you detect fake reviews using machine learning?",🔴,N/A,N/A,N/A,"ML implementation; technical question"
1314,"How would you determine if Facebook Messenger should introduce group calling?",🟢,P7,Tradeoff Framing,"Define Options → Winners/Losers → Guardrails → Decide + Communicate","Feature decision; tradeoff analysis"
1315,"How would you determine if launching a new product is worthwhile?",🟢,P3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","Product launch decision; ROI analysis"
1316,"How would you determine success for Instagram Reels?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Success metrics; product definition"
1317,"How would you determine the need for a platform?",🟢,P7,Tradeoff Framing,"Define Options → Winners/Losers → Guardrails → Decide + Communicate","Platform decision; tradeoff analysis"
1318,"How would you determine the pay structure for data labeling teams?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","Compensation structure; cost analysis"
1319,"How would you determine the right criteria for when to forget outdated data, update the model, and evaluate performance?",🔴,N/A,N/A,N/A,"ML implementation; technical question"
1320,"How would you determine the success of Facebook Videos?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Success metrics; product definition"
1321,"How would you determine the success of Instagram search?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Success metrics; product definition"
1322,"How would you determine the success of LinkedIn's Job feature?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Success metrics; product definition"
1323,"How would you determine which features to include in a Minimum Viable Product (MVP)?",🟢,P6,Prioritization,"Impact × Confidence × Ease → RICE Score → Decide + Communicate","MVP prioritization; feature selection"
1324,"How would you develop a strategy to acquire more users for Uber?",🟢,P9,Revenue Optimization,"Levers (Price, Volume, Mix) → Test → Measure → Iterate","User acquisition; growth strategy"
1325,"How would you disrupt the car wash industry?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Industry disruption; product strategy"
1326,"How would you disrupt the film industry using YouTube?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Industry disruption; product strategy"
1327,"How would you disrupt the travel industry?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Industry disruption; product strategy"
1328,"How would you distribute sales reps across the country?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","Resource allocation; cost optimization"
1329,"How would you efficiently sort a list of numbers?",🔴,N/A,N/A,N/A,"Algorithm implementation; coding question"
1330,"How would you efficiently sum up a massive number of integers?",🔴,N/A,N/A,N/A,"Algorithm implementation; coding question"
1331,"How would you enhance Facebook comments?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Feature enhancement; product improvement"
1332,"How would you enhance Google Maps for individuals with disabilities?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Accessibility; product improvement"
1333,"How would you enhance Instagram Stories?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Feature enhancement; product improvement"
1334,"How would you enhance the email notification experience for Facebook users who are tagged in photos?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Feature enhancement; product improvement"
1335,"How would you enhance the experience for Airbnb users after a negative booking?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","User experience; product improvement"
1336,"How would you enhance the Facebook Birthdays feature?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Feature enhancement; product improvement"
1337,"How would you ensure a delivery driver delivers over 200 packages in an 8-hour day?",🟡,L10,Process Optimization,"Map Workflow → Identify Bottlenecks → Optimize → Measure","Process optimization; operational efficiency"
1338,"How would you estimate the number of Slack users?",🟡,L2,Scale & Capacity,"Current Load → 10× Projection → Bottlenecks → Mitigation","User estimation; capacity planning"
1339,"How would you estimate the total addressable market (TAM) for a new product?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","Market sizing; business analysis"
1340,"How would you evaluate Facebook's emotion scale? What metrics and tests would you use?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Metrics evaluation; product analysis"
1341,"How would you evaluate our pricing compared to competitors using publicly available data?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","Competitive pricing; cost analysis"
1342,"How would you evaluate the idea of OpenTable offering reservations for desks and offices?",🟢,P7,Tradeoff Framing,"Define Options → Winners/Losers → Guardrails → Decide + Communicate","Idea evaluation; tradeoff analysis"
1343,"How would you evaluate the impact of fake news on Facebook users?",🟢,P1,Metric Drop Diagnosis,"Metric → Segment → Hypothesis → Data Check → Action","Impact evaluation; metric analysis"
1344,"How would you evaluate whether a new feature is worth rolling out to all users?",🟢,P8,Experimentation,"Hypothesis → Design → Run → Analyze → Decide","Feature evaluation; experimentation"
1345,"How would you evaluate whether a new product launch was financially successful?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Financial success; metrics"
1346,"How would you execute the change of moving the 'like' button in photos to a menu under three dots on the picture?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Change execution; operational excellence"
1347,"How would you expand Capital One Shopping?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product expansion; growth strategy"
