question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
2501,"What's your experience working with AR and/or VR technology?",🔴,N/A,N/A,N/A,"AR/VR experience; technical question"
2502,"What's your experience working with CUDA?",🔴,N/A,N/A,N/A,"CUDA experience; technical question"
2503,"What's your favorite digital or hardware product and why?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product analysis; product design"
2504,"What's your favorite e-commerce store?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product analysis; product design"
2505,"What's your favorite enterprise app?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product analysis; product design"
2506,"What's your favorite fitness product, and what would you do if you found that its users dropped off after 3 months?",🟢,P3,Funnel Analysis,"Define Funnel → Drop-off → Diagnose Friction → Test Fix","Retention issue; funnel analysis"
2507,"What's your favorite food ordering app?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product analysis; product design"
2508,"What's your favorite marketplace app?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product analysis; product design"
2509,"What's your favorite non-tech product that you use frequently?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product analysis; product design"
2510,"What's your favorite product and why?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product analysis; product design"
2511,"What's your favorite subscription-based product?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product analysis; product design"
2512,"What's your favorite type of stakeholder and why?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Stakeholder preference; behavioral question"
2513,"What's your leadership style, and how does it adapt to different situations?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Leadership style; behavioral question"
2514,"What's your process for preparing the CEO for important meetings or presentations?",🟢,P10,Executive Communication,"Context → Insight → Recommendation → Next Steps","CEO preparation; behavioral question"
2515,"What's something interesting you could teach me in just a few minutes?",🟢,P10,Executive Communication,"Context → Insight → Recommendation → Next Steps","Teaching; behavioral question"
2516,"What's the difference between the Kubernetes control plane and data plane?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","Kubernetes; system design"
2517,"What's the most complex SQL query you've written? Walk me through what it did, the key concepts involved, and the types of joins you used.",🟡,L1,Data Trust,"Source → Freshness → Completeness → Bias → Sanity Checks","SQL query; behavioral question"
2518,"When building an app for millions of users, would you deploy the ML model on the server side or client side?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","ML deployment; system design"
2519,"When designing a chat application, how would you decide between using SQL and NoSQL databases?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","Database choice; system design"
2520,"When do you consider a design review completed?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Design review; behavioral question"
2521,"When experimentation is constrained, how do you make decisions using imperfect or historical data?",🟢,P8,Experimentation,"Hypothesis → Design → Run → Analyze → Decide","Constrained experimentation; experimentation"
2522,"When have you done something which was against your values?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Values conflict; behavioral question"
2523,"When is Hadoop better than PySpark?",🟡,L1,Data Trust,"Source → Freshness → Completeness → Bias → Sanity Checks","Data tool comparison; data quality"
2524,"When managing a budget, what are some ways you get more out of less?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","Budget optimization; cost analysis"
2525,"When should you use a job cluster instead of an all-purpose cluster?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","Cluster choice; system design"
2526,"When should you use Delta Live Tables over standard data pipelines built on Spark and Delta Lake?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","Data pipeline choice; system design"
2527,"Where do vanishing gradients occur in a neural network?",🔴,N/A,N/A,N/A,"ML theory; technical question"
2528,"Where do you see the 15-minute delivery app in the next five years?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Future vision; product strategy"
2529,"Where do you think the ""data world"" is going—what's coming next?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Industry trends; behavioral question"
2530,"Where should the company launch next?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Market expansion; product strategy"
2531,"Where would you invest additional budget to drive growth for DoorDash?",🟢,P6,Prioritization,"Impact × Confidence × Ease → RICE Score → Decide + Communicate","Budget allocation; prioritization"
2532,"Which do you think was Facebook's best acquisition?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","Acquisition analysis; business analysis"
2533,"Which enterprise product do you look up to?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product analysis; product design"
2534,"Which leadership principle do you least resonate with?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Leadership principles; behavioral question"
2535,"Which of Twilio's values appeals to you the most?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Company values; behavioral question"
2536,"Which sorting algorithms use divide and conquer?",🔴,N/A,N/A,N/A,"Algorithm theory; technical question"
2537,"Which vertical should Facebook go into next?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Market expansion; product strategy"
2538,"Who are TikTok's competitors?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Competitive analysis; product design"
2539,"Who is your best employee or resource, and what makes them the best?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Team appreciation; behavioral question"
2540,"Who is your role model?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Role model; behavioral question"
2541,"Why are display ads bad?",🟢,P7,Tradeoff Framing,"Define Options → Winners/Losers → Guardrails → Decide + Communicate","Ad critique; tradeoff analysis"
2542,"Why are online orders on The New Yorker down 30%?",🟢,P1,Metric Drop Diagnosis,"Metric → Segment → Hypothesis → Data Check → Action","Order drop; metric analysis"
2543,"Why are you interested in becoming a Chief of Staff?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Career interest; behavioral question"
2544,"Why are you interested in FinTech?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Industry interest; behavioral question"
2545,"Why are you interested in working at Bloomberg?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Company interest; behavioral question"
2546,"Why are you interested in working at MongoDB?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Company interest; behavioral question"
2547,"Why are you leaving consulting?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Career transition; behavioral question"
2548,"Why did Amazon start with books first?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","Business strategy; business analysis"
2549,"Why did Codecademy's signups increase by 15%?",🟢,P1,Metric Drop Diagnosis,"Metric → Segment → Hypothesis → Data Check → Action","Signup increase; metric analysis"
2550,"Why did Facebook build the Portal?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","Product strategy; business analysis"
2551,"Why did Google acquire YouTube?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","Acquisition analysis; business analysis"
