question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
2101,"Tell me about an impactful project that you led.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Impactful project; behavioral question"
2102,"Tell me about how you brought a product to market.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Product launch; behavioral question"
2103,"Tell me about one of the most complex projects you've been involved in.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Complex project; behavioral question"
2104,"Tell me about something you built end-to-end without relying on others.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Independent work; behavioral question"
2105,"Tell me about something you learned that improved your job performance.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Learning; behavioral question"
2106,"Tell me about something you're passionate about.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Passion; behavioral question"
2107,"Tell me about the accomplishment you are most proud of.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Accomplishment; behavioral question"
2108,"Tell me about the analytics you used for the earlier mentioned product.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Analytics; behavioral question"
2109,"Tell me about the design and architecture of the program you managed. Explain the system end-to-end and various technologies you picked with reason.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System architecture; behavioral question"
2110,"Tell me about the most challenging situation you faced in your career and how you handled it.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Challenging situation; behavioral question"
2111,"Tell me about the most complex project you have led.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Complex project; behavioral question"
2112,"Tell me about your academic background.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Background; behavioral question"
2113,"Tell me about your analytical skills.",🟢,P1,Metric Drop Diagnosis,"Metric → Segment → Hypothesis → Data Check → Action","Analytical skills; behavioral question"
2114,"Tell me about your biggest failure.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Failure; behavioral question"
2115,"Tell me about your current role.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Current role; behavioral question"
2116,"Tell me about your day as a software engineer.",🔴,N/A,N/A,N/A,"Technical role description; not relevant for data analyst"
2117,"Tell me about your design process.",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Design process; behavioral question"
2118,"Tell me about your e-commerce experience.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Experience; behavioral question"
2119,"Tell me about your experience with computer vision.",🔴,N/A,N/A,N/A,"ML specialization; technical question"
2120,"Tell me about your experience with customer advisory boards.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Customer advisory; behavioral question"
2121,"Tell me about your experience with Java.",🔴,N/A,N/A,N/A,"Programming language; technical question"
2122,"Tell me about your experience with JavaScript.",🔴,N/A,N/A,N/A,"Programming language; technical question"
2123,"Tell me about your experience with natural language processing.",🔴,N/A,N/A,N/A,"ML specialization; technical question"
2124,"Tell me about your experience with product launches in international markets.",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","International launch; behavioral question"
2125,"Tell me about your experience with React.",🔴,N/A,N/A,N/A,"Programming framework; technical question"
2126,"Tell me about your experience with RxJava.",🔴,N/A,N/A,N/A,"Programming framework; technical question"
2127,"Tell me about your experience with TypeScript.",🔴,N/A,N/A,N/A,"Programming language; technical question"
2128,"Tell me about your experience working with Agile, specfically with Kanban",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Agile experience; behavioral question"
2129,"Tell me about your experience working with scientists.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Cross-functional work; behavioral question"
2130,"Tell me about your experience.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Experience; behavioral question"
2131,"Tell me about your favorite application. How would you build or integrate it within the Facebook platform?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product integration; product design"
2132,"Tell me about your favorite product.",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product analysis; product design"
2133,"Tell me about your favorite product. How would you build its competitor?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Competitive design; product design"
