question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
2301,"What happens when a team member takes sick leave with an upcoming project deadline?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Team management; behavioral question"
2302,"What happens when the JVM Garbage Collector releases a property static of a class?",🔴,N/A,N/A,N/A,"JVM internals; technical question"
2303,"What happens when you navigate to a website?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","Web navigation; system design"
2304,"What happens, technically, when someone does a Google Search?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","Search system; system design"
2305,"What have you learned from your experience as a founder that would make you a good product manager?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Founder experience; behavioral question"
2306,"What industry do you think could benefit the most from enterprise ChatGPT?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Industry analysis; product design"
2307,"What is a front-end assignment?",🔴,N/A,N/A,N/A,"Front-end development; technical question"
2308,"What is a full-stack developer?",🔴,N/A,N/A,N/A,"Developer role; technical question"
2309,"What is a good North Star metric for the COO of a delivery company like FedEx, UPS, or Delhivery to monitor ground operations?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","NSM definition; metrics definition"
2310,"What is a Medallion Architecture?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","Data architecture; system design"
2311,"What is a non-technical product you frequently use? How would you improve it?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product improvement; product design"
2312,"What is a perceptron?",🔴,N/A,N/A,N/A,"ML theory; technical question"
2313,"What is a skill you have that is not listed on your resume?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Hidden skills; behavioral question"
2314,"What is a suggestion that a stakeholder provided that did not add much value? How did you handle this & what did you recommend to move the project forward?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Stakeholder feedback; behavioral question"
2315,"What is a technical challenge you faced in your previous project?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Technical challenge; behavioral question"
2316,"What is an API and how does it work?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","API explanation; system design"
2317,"What is an example of a poorly designed product? How would you improve it?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product critique; product design"
2318,"What is an idea you have used in your career to add value to an organization?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Value creation; behavioral question"
2319,"What is cloud gaming?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","Cloud gaming; system design"
2320,"What is delta lake?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","Data architecture; system design"
2321,"What is DevOps?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","DevOps; system design"
2322,"What is encapsulation?",🔴,N/A,N/A,N/A,"OOP theory; technical question"
2323,"What is Object Oriented Programming (OOP)?",🔴,N/A,N/A,N/A,"OOP theory; technical question"
2324,"What is overfitting or underfitting? Which models are most likely to experience this, and why?",🔴,N/A,N/A,N/A,"ML theory; technical question"
2325,"What is Pyspark?",🟡,L1,Data Trust,"Source → Freshness → Completeness → Bias → Sanity Checks","Data tool; data quality"
2326,"What is the benefit of a control group when testing?",🟢,P8,Experimentation,"Hypothesis → Design → Run → Analyze → Decide","Control group; experimentation"
2327,"What is the benefit of A/B testing?",🟢,P8,Experimentation,"Hypothesis → Design → Run → Analyze → Decide","A/B testing; experimentation"
2328,"What is the best way to connect SQL databases and why?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","Database connection; system design"
2329,"What is the current strategy of 15-minute delivery apps?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Strategy analysis; product design"
2330,"What is the customer and business value of Capital One shopping?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","Value analysis; business analysis"
2331,"What is the difference between a POST request and a GET request?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","HTTP methods; system design"
2332,"What is the difference between a product manager and a product owner?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Role definition; behavioral question"
2333,"What is the difference between authentication and authorization?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","Security concepts; system design"
2334,"What is the difference between inheritance and composition?",🔴,N/A,N/A,N/A,"OOP theory; technical question"
2335,"What is the difference between multiprogramming, time-sharing, and multi-processing?",🔴,N/A,N/A,N/A,"OS theory; technical question"
2336,"What is the difference between NoSQL and SQL?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","Database comparison; system design"
2337,"What is the difference between OLTP and OLAP?",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","Database architecture; system design"
2338,"What is the goal of Airbnb hosts?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Host goals; metrics"
2339,"What is the impact of AI search?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","AI impact; product design"
2340,"What is the important mechanism that happens within Random Forest and what does bootstrapping do in this algorithm?",🔴,N/A,N/A,N/A,"ML theory; technical question"
2341,"What is the limit of the ratio of two consecutive Fibonacci numbers as the sequence progresses?",🔴,N/A,N/A,N/A,"Math proof; brain teaser"
2342,"What is the market size for driverless cars in 2025?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","Market sizing; business analysis"
2343,"What is the most important metric for Airbnb?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Airbnb metrics; metrics definition"
2344,"What is the most important metric for Instagram's verified badges?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Verified badge metrics; metrics definition"
2345,"What is the most important part of the flywheel and what happens if the supply of one increases?",🟢,P9,Revenue Optimization,"Levers (Price, Volume, Mix) → Test → Measure → Iterate","Flywheel analysis; revenue optimization"
2346,"What is the most impressive thing you have done?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Accomplishment; behavioral question"
2347,"What is the most innovative idea you have ever had?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Innovation; behavioral question"
2348,"What is the most innovative thing you have ever done?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Innovation; behavioral question"
2349,"What is the most technical initiative you have handled as a Product Manager?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Technical initiative; behavioral question"
2350,"What is the potential market size for a better debit card?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","Market sizing; business analysis"
2351,"What is the product that you dislike the most and why?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product critique; product design"
2352,"What is the project you are most proud of?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Project pride; behavioral question"
2353,"What is the size of the micromobility market in the United States?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","Market sizing; business analysis"
2354,"What is the total addressable market (TAM) for Google Translate?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","Market sizing; business analysis"
