question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
701,"Determine if we should launch a feature of Instagram Store that allows purchases without logging in.",🟢,P7,Tradeoff Framing,"Define Options → Winners/Losers → Guardrails → Decide + Communicate","Feature launch decision; tradeoff"
702,"Determine the minimum number of parentheses needed to balance a given string.",🔴,N/A,N/A,N/A,"Algorithm implementation; coding question"
703,"Develop a custom data structure with O(1) time complexity for get() and setall() operations.",🔴,N/A,N/A,N/A,"Algorithm implementation; coding question"
704,"Develop a roadmap to drive engagement from small business owners for Apple Maps.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Roadmap planning; engagement strategy"
705,"Develop a strategy for OpenAI's fine-tuning capabilities using publicly available docs.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product strategy; AI capabilities"
706,"Develop an algorithm for a radio station to select the next song from a database of over one million songs, given that only one input is allowed from the user on the landing page.",🔴,N/A,N/A,N/A,"Algorithm implementation; coding question"
707,"Diagnose 23andMe's 33% drop in conversion.",🟢,P1,Metric Drop Diagnosis,"Clarify Metric → Segment → Hypothesize → Data Check → Action","Conversion drop; metric diagnosis"
708,"Diagnose a 15% drop in video engagement on YouTube.",🟢,P1,Metric Drop Diagnosis,"Clarify Metric → Segment → Hypothesize → Data Check → Action","Engagement drop; metric diagnosis"
709,"Diagnose a 20% drop in Facebook Groups usage.",🟢,P1,Metric Drop Diagnosis,"Clarify Metric → Segment → Hypothesize → Data Check → Action","Usage drop; metric diagnosis"
710,"Diagnose a 25% decrease in conversions on Opencare.",🟢,P1,Metric Drop Diagnosis,"Clarify Metric → Segment → Hypothesize → Data Check → Action","Conversion drop; metric diagnosis"
711,"Diagnose a 25% decrease in free sign ups on Notion.",🟢,P1,Metric Drop Diagnosis,"Clarify Metric → Segment → Hypothesize → Data Check → Action","Sign-up drop; metric diagnosis"
712,"Diagnose a 25% decrease in song listens on Spotify.",🟢,P1,Metric Drop Diagnosis,"Clarify Metric → Segment → Hypothesize → Data Check → Action","Engagement drop; metric diagnosis"
713,"Diagnose a 25% drop in conversion on Wealthsimple's landing page.",🟢,P1,Metric Drop Diagnosis,"Clarify Metric → Segment → Hypothesize → Data Check → Action","Conversion drop; metric diagnosis"
714,"Diagnose a 35% decrease in email open rates on SendGrid.",🟢,P1,Metric Drop Diagnosis,"Clarify Metric → Segment → Hypothesize → Data Check → Action","Email open rate drop; metric diagnosis"
715,"Diagnose a 35% drop in retention on Salesforce.",🟢,P4,Cohort / Retention / Churn,"Define Cohorts → Measure Retention → Identify Churn Drivers → Hypothesize → Fix","Retention drop; churn analysis"
716,"Diagnose a 35% drop in usage on Invision.",🟢,P1,Metric Drop Diagnosis,"Clarify Metric → Segment → Hypothesize → Data Check → Action","Usage drop; metric diagnosis"
717,"Diagnose a 40% increase in first month churn on HelloFresh.",🟢,P4,Cohort / Retention / Churn,"Define Cohorts → Measure Retention → Identify Churn Drivers → Hypothesize → Fix","Churn increase; retention analysis"
718,"Diagnose a 45% drop in ride orders on Lyft.",🟢,P1,Metric Drop Diagnosis,"Clarify Metric → Segment → Hypothesize → Data Check → Action","Ride orders drop; metric diagnosis"
719,"Discuss a broken process in your organization and how you addressed it.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Process improvement; behavioral question"
