question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
1501,"How would you measure the success of data insights presented to a B2B customer regarding their organization's health?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","B2B metrics; metrics definition"
1502,"How would you measure the success of Discord's new game purchasing feature?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Feature metrics; metrics definition"
1503,"How would you measure the success of discovery features on Instagram?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Feature metrics; metrics definition"
1504,"How would you measure the success of EdX's search bar?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Feature metrics; metrics definition"
1505,"How would you measure the success of Facebook dating?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product metrics; metrics definition"
1506,"How would you measure the success of Facebook Live?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Feature metrics; metrics definition"
1507,"How would you measure the success of Facebook Portal?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product metrics; metrics definition"
1508,"How would you measure the success of Facebook Rooms?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Feature metrics; metrics definition"
1509,"How would you measure the success of FaceTime?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product metrics; metrics definition"
1510,"How would you measure the success of Google Calendar?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product metrics; metrics definition"
1511,"How would you measure the success of Google search results?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Search metrics; metrics definition"
1512,"How would you measure the success of improvements made to Uber's referral system?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Improvement metrics; metrics definition"
1513,"How would you measure the success of insights provided for an enterprise messaging app targeted toward admins?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","B2B metrics; metrics definition"
1514,"How would you measure the success of Snap Map?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Feature metrics; metrics definition"
1515,"How would you measure the success of the recommendation engine at Netflix?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Algorithm metrics; metrics definition"
1516,"How would you measure the success of your favorite product as the PMO?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product metrics; metrics definition"
1517,"How would you mitigate negative experiences on OpenTable?",🟡,L11,Risk Mitigation,"Enumerate Risks → Blast Radius → Mitigations → Monitor","Experience mitigation; risk management"
1518,"How would you model the expected ROI of a new product launch?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","ROI modeling; cost analysis"
1519,"How would you monetize Google Assistant?",🟢,P9,Revenue Optimization,"Levers (Price, Volume, Mix) → Test → Measure → Iterate","Monetization strategy; revenue optimization"
1520,"How would you monetize the Quitsure app?",🟢,P9,Revenue Optimization,"Levers (Price, Volume, Mix) → Test → Measure → Iterate","Monetization strategy; revenue optimization"
1521,"How would you optimize booking.com to improve conversion rates?",🟢,P3,Funnel Analysis,"Define Funnel → Drop-off → Diagnose Friction → Test Fix","Conversion optimization; funnel analysis"
1522,"How would you optimize fulfillment time for grocery deliveries in high-traffic zones?",🟡,L10,Process Optimization,"Map Workflow → Identify Bottlenecks → Optimize → Measure","Fulfillment optimization; process improvement"
1523,"How would you organize multiple projects that must be delivered on specified dates?",🟢,P6,Prioritization,"Impact × Confidence × Ease → RICE Score → Decide + Communicate","Project organization; prioritization"
