question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
1901,"Tell me about a time when you chose one solution from many possible solutions.",🟢,P7,Tradeoff Framing,"Define Options → Winners/Losers → Guardrails → Decide + Communicate","Solution selection; behavioral question"
1902,"Tell me about a time when you conceived an innovative solution to a problem.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Innovation; behavioral question"
1903,"Tell me about a time when you convinced your co-worker to adopt your approach. What was the outcome?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Influence; behavioral question"
1904,"Tell me about a time when you created a product or feature without the client requesting it.",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Proactive product; behavioral question"
1905,"Tell me about a time when you dealt with a conflict with engineers.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Conflict resolution; behavioral question"
1906,"Tell me about a time when you dealt with a difficult person at work.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Difficult person; behavioral question"
1907,"Tell me about a time when you dealt with buggy code in production that couldn't be fixed with a rollback.",🟡,L11,Risk Mitigation,"Enumerate Risks → Blast Radius → Mitigations → Monitor","Production bug; behavioral question"
1908,"Tell me about a time when you decided between customer-centric and business-centric goals.",🟢,P7,Tradeoff Framing,"Define Options → Winners/Losers → Guardrails → Decide + Communicate","Goal tradeoff; behavioral question"
1909,"Tell me about a time when you delivered over and above customer expectations.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Exceeding expectations; behavioral question"
1910,"Tell me about a time when you disagreed with your manager or peer on something important to the business.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Disagreement; behavioral question"
1911,"Tell me about a time when you discovered an area of opportunity that hadn't been fully explored. How did you identify it, what actions did you take, and what was the outcome?",🟢,P1,Metric Drop Diagnosis,"Metric → Segment → Hypothesis → Data Check → Action","Opportunity discovery; behavioral question"
1912,"Tell me about a time when you encountered obstacles in your plan. How did you address them?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Obstacles; behavioral question"
1913,"Tell me about a time when you faced a conflict while on a team.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Team conflict; behavioral question"
1914,"Tell me about a time when you faced significant unexpected obstacles while working toward a key goal. How did you overcome them, and what would you do differently now?",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Unexpected obstacles; behavioral question"
1915,"Tell me about a time when you faced technical and people challenges simultaneously.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Dual challenges; behavioral question"
1916,"Tell me about a time when you failed as a people manager.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Management failure; behavioral question"
1917,"Tell me about a time when you failed to launch a product.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Product failure; behavioral question"
1918,"Tell me about a time when you failed to pitch something to leadership.",🟢,P10,Executive Communication,"Context → Insight → Recommendation → Next Steps","Pitch failure; behavioral question"
1919,"Tell me about a time when you felt inspired about an idea or project even when your team wasn't as enthusiastic.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Team alignment; behavioral question"
1920,"Tell me about a time when you felt the most challenged.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Challenge; behavioral question"
1921,"Tell me about a time when you gained trust.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Trust building; behavioral question"
1922,"Tell me about a time when you gave a simple solution to a complex problem.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Problem solving; behavioral question"
1923,"Tell me about a time when you had a disagreement with your manager.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Manager disagreement; behavioral question"
1924,"Tell me about a time when you had a hypothesis that turned out to be wrong.",🟢,P8,Experimentation,"Hypothesis → Design → Run → Analyze → Decide","Hypothesis failure; behavioral question"
1925,"Tell me about a time when you had difficulty communicating with key stakeholders and how you aligned with them.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Stakeholder communication; behavioral question"
1926,"Tell me about a time when you had to ask more questions or dig deeper to get to the bottom of something.",🟢,P1,Metric Drop Diagnosis,"Metric → Segment → Hypothesis → Data Check → Action","Deep investigation; behavioral question"
1927,"Tell me about a time when you had to balance short-term wins with long-term goals.",🟢,P7,Tradeoff Framing,"Define Options → Winners/Losers → Guardrails → Decide + Communicate","Time tradeoff; behavioral question"
1928,"Tell me about a time when you had to be assertive when communicating with a client or team member.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Assertive communication; behavioral question"
1929,"Tell me about a time when you had to break a complex problem down for different cross-functional teams.",🟢,P10,Executive Communication,"Context → Insight → Recommendation → Next Steps","Problem breakdown; behavioral question"
1930,"Tell me about a time when you had to change the direction of a project that was 70% complete.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Project pivot; behavioral question"
1931,"Tell me about a time when you had to convince team members on something you proposed.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Team persuasion; behavioral question"
1932,"Tell me about a time when you had to deal with a co-worker who struggled to keep up.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Team support; behavioral question"
1933,"Tell me about a time when you had to deal with conflicting priorities with your stakeholders and how you secured alignment with them.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Priority conflict; behavioral question"
1934,"Tell me about a time when you had to deliver negative feedback.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Negative feedback; behavioral question"
1935,"Tell me about a time when you had to exert influence to drive a decision.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Influence; behavioral question"
1936,"Tell me about a time when you had to find a simple solution to solve a very complex problem.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Problem solving; behavioral question"
1937,"Tell me about a time when you had to handle pressure.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Pressure handling; behavioral question"
1938,"Tell me about a time when you had to lead your team through a significant change, such as a reorganization or process change. How did you handle it?",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Change leadership; behavioral question"
1939,"Tell me about a time when you had to make a decision quickly.",🟢,P6,Prioritization,"Impact × Confidence × Ease → RICE Score → Decide + Communicate","Quick decision; behavioral question"
1940,"Tell me about a time when you had to make a decision with a lot of uncertainty.",🟢,P7,Tradeoff Framing,"Define Options → Winners/Losers → Guardrails → Decide + Communicate","Uncertain decision; behavioral question"
1941,"Tell me about a time when you had to make a difficult trade-off decision on a roadmap.",🟢,P7,Tradeoff Framing,"Define Options → Winners/Losers → Guardrails → Decide + Communicate","Roadmap tradeoff; behavioral question"
1942,"Tell me about a time when you had to make a significant decision without your manager.",🟢,P6,Prioritization,"Impact × Confidence × Ease → RICE Score → Decide + Communicate","Independent decision; behavioral question"
1943,"Tell me about a time when you had to make an important decision and had to choose between moving forward or gathering more information.",🟢,P7,Tradeoff Framing,"Define Options → Winners/Losers → Guardrails → Decide + Communicate","Information tradeoff; behavioral question"
1944,"Tell me about a time when you had to manage a difficult customer.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Customer management; behavioral question"
1945,"Tell me about a time when you had to mediate a conflict.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Conflict mediation; behavioral question"
1946,"Tell me about a time when you had to motivate a team after a demoralizing event.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Team motivation; behavioral question"
1947,"Tell me about a time when you had to present financial results to non-financial stakeholders.",🟢,P10,Executive Communication,"Context → Insight → Recommendation → Next Steps","Financial presentation; behavioral question"
1948,"Tell me about a time when you had to say no to someone.",🟢,P6,Prioritization,"Impact × Confidence × Ease → RICE Score → Decide + Communicate","Saying no; behavioral question"
1949,"Tell me about a time when you had to solve a difficult problem.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Problem solving; behavioral question"
1950,"Tell me about a time when you had to work with an engineering team to make some tradeoffs.",🟢,P7,Tradeoff Framing,"Define Options → Winners/Losers → Guardrails → Decide + Communicate","Engineering tradeoff; behavioral question"
1951,"Tell me about a time when you had two deadlines at the same time. How did you manage the situation?",🟢,P6,Prioritization,"Impact × Confidence × Ease → RICE Score → Decide + Communicate","Deadline management; behavioral question"
1952,"Tell me about a time when you handled a difficult stakeholder.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Difficult stakeholder; behavioral question"
1953,"Tell me about a time when you influenced a peer with a differing opinion.",🟢,P11,Stakeholder Alignment,"Understand Incentives → Address Concerns → Build Coalition → Decide","Peer influence; behavioral question"
1954,"Tell me about a time when you influenced a product roadmap.",🟢,P6,Prioritization,"Impact × Confidence × Ease → RICE Score → Decide + Communicate","Roadmap influence; behavioral question"
1955,"Tell me about a time when you influenced the roadmap for a team and brought about a shift in thought.",🟢,P6,Prioritization,"Impact × Confidence × Ease → RICE Score → Decide + Communicate","Roadmap influence; behavioral question"
1956,"Tell me about a time when you knew you weren't going to meet a goal.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","Goal failure; behavioral question"
