question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
401,"Design a product for airports.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; airport services"
402,"Design a product for board meetings.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; board meetings"
403,"Design a product for borrowing and lending.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; lending platform"
404,"Design a product for celebrity engagement.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; celebrity platform"
405,"Design a product for chefs to speed up the cooking process.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; chef tools"
406,"Design a product for child care.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; childcare"
407,"Design a product for children at your favorite museum.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; museum experience"
408,"Design a product for collaborative audio transcription and dubbing tool?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; audio tools"
409,"Design a product for Facebook for the Olympics.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; Olympics"
410,"Design a product for Facebook to enable charity.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; charity platform"
411,"Design a product for farms.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; agriculture"
412,"Design a product for gardeners.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; gardening"
413,"Design a product for gardening enthusiasts.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; gardening"
414,"Design a product for handymen for Meta.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; marketplace"
415,"Design a product for house-switching when traveling.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; travel accommodation"
416,"Design a product for job search on Facebook.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; job search"
417,"Design a product for junior athletes to connect with their idols.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; sports networking"
418,"Design a product for learning to play musical instruments.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; education"
419,"Design a product for managing and planning budgets.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; financial planning"
420,"Design a product for managing parking (not limited to cars).",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; parking management"
421,"Design a product for museums.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; museum"
