question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
1401,"How would you improve iOS for the next 3-5 years?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product improvement; product design"
1402,"How would you improve LinkedIn Messaging?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product improvement; product design"
1403,"How would you improve Netflix's Help experience using AI?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product improvement; AI integration"
1404,"How would you improve Netflix?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product improvement; product design"
1405,"How would you improve OpenTable?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product improvement; product design"
1406,"How would you improve our hiring conversion and time to hire from application to offer rollout?",🟢,P3,Funnel Analysis,"Define Funnel → Drop-off → Diagnose Friction → Test Fix","Hiring funnel; process improvement"
1407,"How would you improve Patreon?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product improvement; product design"
1408,"How would you improve pickups and drop-offs through Uber during large events with over 10,000 people?",🟡,L2,Scale & Capacity,"Current Load → 10× Projection → Bottlenecks → Mitigation","Event scaling; capacity planning"
1409,"How would you improve retention for the Adobe Mobile Scan app?",🟢,P3,Funnel Analysis,"Define Funnel → Drop-off → Diagnose Friction → Test Fix","Retention improvement; funnel analysis"
1410,"How would you improve retention on LinkedIn?",🟢,P3,Funnel Analysis,"Define Funnel → Drop-off → Diagnose Friction → Test Fix","Retention improvement; funnel analysis"
1411,"How would you improve Rover?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product improvement; product design"
1412,"How would you improve shipment tracking on Amazon?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Feature improvement; product design"
1413,"How would you improve Shopify for new merchants who have difficulty sourcing products to sell?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product improvement; product design"
1414,"How would you improve someone's dining experience?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Experience improvement; product design"
1415,"How would you improve Spotify as a podcast app?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product improvement; product design"
1416,"How would you improve Spotify?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product improvement; product design"
1417,"How would you improve SSENSE?",🟢,P4,Product Design,"User Needs → Jobs-to-be-Done → Features → Prioritize → Test","Product improvement; product design"
