question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
102,"As the CEO of Google, should the company continue, slow down, maintain, or ramp up investments in the Pixel handset line?",🟢,P7,Tradeoff Framing,"Define Options → Winners/Losers → Guardrails → Decide + Communicate","Investment decision; product line strategy"
103,"As the CEO of WhatsApp, what are the top 5 metrics you should focus on to measure the app's success?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Success metrics; KPI definition"
104,"As the CPO of ChatGPT, what will your strategy for the next 2 years be?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product strategy; roadmap planning"
105,"As the data scientist, interpreting a significant increase in revenue from a new feature in one of 20 countries, what would you recommend?",🟢,P1,Metric Drop Diagnosis,"Clarify Metric → Segment → Hypothesize → Data Check → Action","Revenue increase analysis; geographic segmentation"
106,"As the head of product at a children's museum, what would you do to address the feedback that engagement is down?",🟢,P1,Metric Drop Diagnosis,"Clarify Metric → Segment → Hypothesize → Data Check → Action","Engagement drop; museum context"
107,"As the Head of Product for a travel incubator, what would you build?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product ideation; travel industry"
108,"As the new CEO of Blue Origin, what actions would you take to make the company break even?",🟡,L3,Cost / ROI,"Cost Drivers → Benefits → Breakeven → Decide","Financial strategy; break-even analysis"
109,"As the new head of the Google Hardware division, what is the next big product we're going to build and why? How does this fit into the Google ecosystem? Estimate how many units you will sell in the...",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product strategy; hardware roadmap"
110,"As the owner of a gas station observing a sudden surge in customers, reaching four times the usual capacity during peak times, how would you investigate, diagnose, and resolve this issue?",🟢,P1,Metric Drop Diagnosis,"Clarify Metric → Segment → Hypothesize → Data Check → Action","Capacity surge; operational diagnosis"
111,"As the owner of a supermarket, what would you do after experiencing 500% revenue growth?",🟢,P1,Metric Drop Diagnosis,"Clarify Metric → Segment → Hypothesize → Data Check → Action","Revenue growth; scale planning"
112,"As the PM at Airbnb, how would you enhance the discovery of listings over the next six months?",🟢,P1,Metric Drop Diagnosis,"Clarify Metric → Segment → Hypothesize → Data Check → Action","Discovery improvement; listing optimization"
113,"As the PM at Netflix, after launching Netflix Podcasts 6 months ago, how do you define and measure the success of this initiative?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Success metrics; podcast launch"
114,"As the PM for Ads in Facebook Reels, how would you measure success?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Ad success metrics; Reels platform"
115,"As the PM for Hangouts, what would be your next steps after it launched in 2013 with a 3-star rating and polarized reviews?",🟢,P1,Metric Drop Diagnosis,"Clarify Metric → Segment → Hypothesize → Data Check → Action","Product recovery; low rating response"
116,"As the PM for Instagram Reels, how would you set goals for monetization?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Monetization goals; revenue strategy"
