question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
301,"Design a direct competitor to your favorite product.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; competitive product"
302,"Design a distributed database system, for example, Kafka.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; distributed database"
303,"Design a distributed file system.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; distributed file system"
304,"Design a distributed logging system.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; logging system"
305,"Design a distributed training system for a trillion-parameter language model.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; ML training"
306,"Design a DNS cache.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; DNS cache"
307,"Design a document processing pipeline.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; document processing"
308,"Design a Facebook app to connect users with handymen.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; marketplace platform"
309,"Design a fake news detection system.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; content moderation"
310,"Design a fashion product for Facebook.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; fashion platform"
311,"Design a feature to locate items.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Feature design; location tracking"
312,"Design a file cache system.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; caching"
313,"Design a file system.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; file system"
314,"Design a file upload feature for an AI chat application.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Feature design; file upload"
315,"Design a financial app aimed at college students.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; financial app"
316,"Design a financial product for kids.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; financial product for kids"
317,"Design a fire alarm for the deaf.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; accessibility"
318,"Design a fitness app for Facebook.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; fitness app"
319,"Design a fitness app.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; fitness app"
320,"Design a fitness tracker like Nike Training Club.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; fitness tracker"
321,"Design a food delivery app for restaurant owners and food vendors.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; food delivery"
322,"Design a food delivery app including UX for seller app, MVP creation, success metrics, user app flow, and geo-based hotel search.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; food delivery with metrics"
323,"Design a food pickup app for Yelp engineers.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; food pickup"
324,"Design a food truck's front-end and backend system.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; food truck platform"
325,"Design a free product. How would you monetize it?",🟢,P7,Tradeoff Framing,"Define Options → Winners/Losers → Guardrails → Decide + Communicate","Monetization strategy; freemium model"
326,"Design a fundraising product.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; fundraising"
327,"Design a garage door opener.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; IoT device"
328,"Design a gardening product for Meta.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; gardening"
329,"Design a gift-giving service for Google. Describe the user interface, technical implementation strategy, go-to-market plan, and estimate the service's total addressable market.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; gift service with GTM"
330,"Design a Google Nest/Home for an elderly person.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; smart home for elderly"
331,"Design a Google Pixel Tablet for restaurants.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; tablet for restaurants"
332,"Design a Google product for individuals living in retirement homes.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; retirement homes"
333,"Design a Google product for the elderly.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; elderly users"
334,"Design a Google-branded inflight entertainment system.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; inflight entertainment"
335,"Design a grocery delivery mobile app.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; grocery delivery"
336,"Design a grocery list app.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; grocery list"
337,"Design a group chat application.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; messaging app"
338,"Design a GTM strategy for our web-based Documents Processor App.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","GTM strategy; go-to-market"
339,"Design a GTM strategy for taking a brick-and-mortar rug store online.",🟢,P12,Operational Excellence,"Assess Current State → Identify Risks → Prioritize Fixes → Communicate Plan → Monitor","GTM strategy; e-commerce transition"
340,"Design a hair comb for elderly (aged over 65).",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; accessibility"
341,"Design a health app within the Microsoft ecosystem.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; health app"
342,"Design a healthcare product for Meta.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; healthcare"
343,"Design a high-tech gym.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; fitness facility"
344,"Design a kayak rental service.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; rental service"
345,"Design a key-value store.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; key-value store"
346,"Design a kitchen.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; kitchen"
347,"Design a language detection system.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; language detection"
348,"Design a language learning app for Meta.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; education app"
349,"Design a lawn mower.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; lawn mower"
350,"Design a leaderboard system.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; leaderboard"
351,"Design a lending library for communities.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; library service"
352,"Design a LinkedIn for blue collar workers.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; professional network"
353,"Design a listening product for Meta.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; audio product"
354,"Design a live event streaming system that captures user polls and allows user interaction",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; live streaming"
355,"Design a load balancer.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; load balancing"
356,"Design a machine learning system that makes stock predictions from Reddit comments.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; ML prediction"
357,"Design a marketplace where freelancers bid on contract jobs with the lowest bid winning the contract.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; marketplace"
358,"Design a meditation app.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; meditation app"
359,"Design a messaging platform.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; messaging"
360,"Design a Meta product for space travel.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; space travel"
361,"Design a metrics and logging service.",🟡,L5,Observability,"Key Metrics → Alerts → Dashboards → Escalation","System design; metrics service"
362,"Design a metrics service.",🟡,L5,Observability,"Key Metrics → Alerts → Dashboards → Escalation","System design; metrics service"
363,"Design a microservices architecture using Java Spring Boot.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; microservices"
364,"Design a mobile app for Disney theme parks.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; theme park app"
365,"Design a mobile app to celebrate birthdays.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; birthday app"
366,"Design a module to fetch a unique User ID from a pool of available User IDs and return the ID to the pool for later use.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; ID pool management"
367,"Design a monitoring system for 1000 web servers.",🟡,L5,Observability,"Key Metrics → Alerts → Dashboards → Escalation","System design; monitoring"
368,"Design a monitoring system for TikTok.",🟡,L5,Observability,"Key Metrics → Alerts → Dashboards → Escalation","System design; monitoring"
369,"Design a mortgage app.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; financial app"
370,"Design a music player application using the MVC (Model-View-Controller) architecture.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; MVC architecture"
371,"Design a music streaming service for Facebook.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; music streaming"
372,"Design a new cane.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; accessibility"
373,"Design a new communication device for the elderly, capturing 80% of the market, excluding smartphones.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; communication device"
374,"Design a new feature for WhatsApp group messages.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Feature design; messaging"
375,"Design a new feature for YouTube.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Feature design; video platform"
376,"Design a new product that Apple could announce in 5-6 years. What features and innovations would it include, and how would it enhance the current Apple ecosystem?",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product strategy; future product"
377,"Design a new volunteer feature in the Facebook app.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Feature design; social platform"
378,"Design a new way for tourists to communicate.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; travel communication"
379,"Design a next word prediction system.",🟡,L14,System Design (Conceptual),"Components → Data Flow → Boundaries → Scale Considerations","System design; NLP prediction"
380,"Design a next-generation elevator if Google were to enter this market.",🟢,P2,NSM + KPI Ladder,"Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard","Product design; elevator"
